gene	rice-defline
GRMZM2G036397	vacuolar-sorting receptor precursor, putative, expressed
GRMZM2G036409	anthocyanidin 5,3-O-glucosyltransferase, putative, expressed
GRMZM2G036411	3-ketoacyl-CoA synthase 10, putative, expressed
GRMZM2G036418	MAG2, putative, expressed
GRMZM2G036427	universal stress protein domain containing protein, putative, expressed
GRMZM2G036429	3-ketoacyl-CoA synthase 10, putative, expressed
GRMZM2G036436	expressed protein
GRMZM2G036448	transmembrane amino acid transporter protein, putative, expressed
GRMZM2G036453	CESA1 - cellulose synthase, expressed
GRMZM2G036455	oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed
GRMZM2G036464	glutamine synthetase, catalytic domain containing protein, expressed
GRMZM2G036479	CDT1B - Putative DNA replication initiation protein, expressed
GRMZM2G036497	preprotein translocase secA family protein, putative, expressed
GRMZM2G036502	DUF1771 domain containing protein, putative, expressed
GRMZM2G036505	expressed protein
GRMZM2G036508	expressed protein
GRMZM2G036525	tetratricopeptide repeat containing protein, putative, expressed
GRMZM2G036534	2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed
GRMZM2G036543	1-5-phosphoribosyl-5-5-phosphoribosylaminomethylideneaminoimidazole-4-carboxamide isomerase, chloroplast precursor, putative, expressed
GRMZM2G036545	fip1 motif family protein, expressed
GRMZM2G036554	helix-loop-helix DNA-binding protein, putative, expressed
GRMZM2G036557	expressed protein
GRMZM2G036564	cadmium tolerance factor, putative, expressed
GRMZM2G036567	PHLOEM 2-LIKE A10, putative, expressed
GRMZM2G036574	CC-NBS-LRR protein, putative, expressed
GRMZM2G036580	3-ketoacyl-CoA synthase 10, putative, expressed
GRMZM2G036590	co-chaperone GrpE protein, putative, expressed
GRMZM2G036593	expressed protein
GRMZM2G036596	adenyl cyclase, putative, expressed
GRMZM2G036605	tetratricopeptide repeat domain containing protein, expressed
GRMZM2G036609	ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed
GRMZM2G036615	ankyrin repeat domain containing protein, expressed
GRMZM2G036619	expressed protein
GRMZM2G036629	metallothionein, putative, expressed
GRMZM2G036631	heavy metal-associated domain containing protein, expressed
GRMZM2G036634	RNA recognition motif containing protein, putative, expressed
GRMZM2G036640	tRNA-specific adenosine deaminase 2, putative, expressed
GRMZM2G036660	BSD domain-containing protein, putative, expressed
GRMZM2G036670	transcription factor-related, putative, expressed
GRMZM2G036685	expressed protein
GRMZM2G036697	Zinc finger, C3HC4 type domain containing protein, expressed
GRMZM2G036703	WRKY24, expressed
GRMZM2G036705	helicase, putative, expressed
GRMZM2G036708	cysteine synthase, chloroplast/chromoplast precursor, putative, expressed
GRMZM2G036711	WRKY71, expressed
GRMZM2G036720	peptidyl-prolyl cis-trans isomerase, putative, expressed
GRMZM2G036726	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G036752	X8 domain containing protein, expressed
GRMZM2G036759	dehydrogenase, putative, expressed
GRMZM2G036765	cell division control protein 48 homolog E, putative, expressed
GRMZM2G036783	class I glutamine amidotransferase, putative, expressed
GRMZM2G036792	potassium transporter, putative, expressed
GRMZM2G036826	thaumatin, putative, expressed
GRMZM2G036829	expressed protein
GRMZM2G036832	GEX2, putative, expressed
GRMZM2G036837	zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
GRMZM2G036861	chorismate synthase 2, chloroplast precursor, putative, expressed
GRMZM2G036872	pleckstrin homology domain-containing protein, putative, expressed
GRMZM2G036880	chlorophyll A-B binding protein, putative, expressed
GRMZM2G036885	pentatricopeptide, putative, expressed
GRMZM2G036902	protein kinase domain containing protein, expressed
GRMZM2G036905	transcription elongation factor 1, putative, expressed
GRMZM2G036908	cation efflux family protein, putative, expressed
GRMZM2G036912	a_IG002N01.7, putative, expressed
GRMZM2G036916	potassium transporter, putative, expressed
GRMZM2G036918	glycosyl transferase, family 8, putative, expressed
GRMZM2G036921	peroxiredoxin, putative, expressed
GRMZM2G036938	plasma membrane ATPase, putative, expressed
GRMZM2G036940	white-brown complex homolog protein 16, putative, expressed
GRMZM2G036952	expressed protein
GRMZM2G036966	expressed protein
GRMZM2G036980	VQ domain containing protein, putative, expressed
GRMZM2G036991	tRNA-splicing endonuclease subunit Sen2, putative, expressed
GRMZM2G036996	expressed protein
GRMZM2G037001	expressed protein
GRMZM2G037005	T-complex protein, putative, expressed
GRMZM2G037010	GTPase-activating protein, putative, expressed
GRMZM2G037012	expressed protein
GRMZM2G037015	expressed protein
GRMZM2G037023	expressed protein
GRMZM2G037036	mitochondrial glycoprotein, putative, expressed
GRMZM2G037041	expressed protein
GRMZM2G037043	DUF623 domain containing protein, expressed
GRMZM2G037048	cytoplasmic membrane protein, putative, expressed
GRMZM2G037049	expressed protein
GRMZM2G037064	EMB2748, putative, expressed
GRMZM2G037082	metal cation transporter, putative, expressed
GRMZM2G037104	acyltransferase, putative, expressed
GRMZM2G037111	dehydration response related protein, putative, expressed
GRMZM2G037113	membrane protein, putative, expressed
GRMZM2G037128	expressed protein
GRMZM2G037130	expressed protein
GRMZM2G037131	RING finger protein, putative, expressed
GRMZM2G037134	expressed protein
GRMZM2G037140	actin-depolymerizing factor, putative, expressed
GRMZM2G037146	hsp20/alpha crystallin family protein, putative, expressed
GRMZM2G037147	hypothetical protein
GRMZM2G037150	ubiquitin domain-containing protein 2, putative, expressed
GRMZM2G037152	elongation of fatty acids protein 2, putative, expressed
GRMZM2G037156	peroxidase precursor, putative, expressed
GRMZM2G037164	expressed protein
GRMZM2G037177	bacterial transferase hexapeptide domain containing protein, expressed
GRMZM2G037185	ubiquitin fusion degradation protein, putative, expressed
GRMZM2G037189	early response to dehydration 15, putative, expressed
GRMZM2G037193	lysM domain containing protein, putative, expressed
GRMZM2G037200	nucleic acid binding protein, putative, expressed
GRMZM2G037204	ras-related protein, putative, expressed
GRMZM2G037209	expressed protein
GRMZM2G037226	RNA binding protein, putative, expressed
GRMZM2G037229	DUF803 domain containing, putative, expressed
GRMZM2G037255	LTPL145 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
GRMZM2G037265	uncharacterized glycosyltransferase, putative, expressed
GRMZM2G037280	HVT1, putative, expressed
GRMZM2G037284	Ser/Thr-rich protein T10 in DGCR region, putative, expressed
GRMZM2G037286	DELLA protein GAI, putative, expressed
GRMZM2G037308	protein kinase family protein, putative, expressed
GRMZM2G037314	U-box domain-containing protein, putative, expressed
GRMZM2G037322	hydrolase, alpha/beta fold family domain containing protein, expressed
GRMZM2G037323	eukaryotic aspartyl protease domain containing protein, expressed
GRMZM2G037327	aquaporin protein, putative, expressed
GRMZM2G037334	remorin C-terminal domain containing protein, putative, expressed
GRMZM2G037335	phospholipid-transporting ATPase 2, putative, expressed
GRMZM2G037342	transporter, monovalent cation:proton antiporter-2 family, putative, expressed
GRMZM2G037343	ATCHX, putative, expressed
GRMZM2G037345	expressed protein
GRMZM2G037350	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G037368	OsIAA5 - Auxin-responsive Aux/IAA gene family member, expressed
GRMZM2G037378	plus-3 domain containing protein, expressed
GRMZM2G037379	5-nucleotidase surE, putative, expressed
GRMZM2G037386	AGC_PVPK_like_kin82y.3 - ACG kinases include homologs to PKA, PKG and PKC, expressed
GRMZM2G037411	pectinesterase, putative, expressed
GRMZM2G037413	CESA4 - cellulose synthase, expressed
GRMZM2G037422	armadillo repeat-containing protein, putative, expressed
GRMZM2G037431	polygalacturonase, putative, expressed
GRMZM2G037444	agenet domain-containing protein, putative, expressed
GRMZM2G037452	expressed protein
GRMZM2G037469	glycosyltransferase family 43 protein, putative, expressed
GRMZM2G037472	kinesin motor domain containing protein, putative, expressed
GRMZM2G037478	gibberellin receptor GID1L2, putative, expressed
GRMZM2G037482	leucine rich repeat family protein, putative, expressed
GRMZM2G037485	expressed protein
GRMZM2G037493	transcription factor TF2, putative, expressed
GRMZM2G037496	expressed protein
GRMZM2G037500	expressed protein
GRMZM2G037515	nuclear matrix constituent protein 1-like, putative, expressed
GRMZM2G037545	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
GRMZM2G037553	nuclear matrix constituent protein 1-like, putative, expressed
GRMZM2G037574	ZOS9-12 - C2H2 zinc finger protein, expressed
GRMZM2G037581	NUC153 domain containing protein, expressed
GRMZM2G037585	protein kinase APK1B, chloroplast precursor, putative, expressed
GRMZM2G037591	transferase family protein, putative, expressed
GRMZM2G037595	expressed protein
GRMZM2G037614	transketolase, putative, expressed
GRMZM2G037615	uncharacterized glycosyltransferase, putative, expressed
GRMZM2G037617	CAMK_CAMK_like_Aur_like.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
GRMZM2G037624	arginine N-methyltransferase 7, putative, expressed
GRMZM2G037627	RING-H2 finger protein ATL5F, putative, expressed
GRMZM2G037630	nuclear transcription factor Y subunit, putative, expressed
GRMZM2G037637	regulatory protein, putative, expressed
GRMZM2G037644	expressed protein
GRMZM2G037650	MYB family transcription factor, putative, expressed
GRMZM2G037655	ER lumen protein retaining receptor, putative, expressed
GRMZM2G037683	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G037685	expressed protein
GRMZM2G037690	lysosomal alpha-mannosidase precursor, putative, expressed
GRMZM2G037694	chitinase domain-containing protein 1 precursor, putative, expressed
GRMZM2G037698	WD domain, G-beta repeat domain containing protein, expressed
GRMZM2G037700	MCM3 - Putative minichromosome maintenance MCM complex subunit 3, expressed
GRMZM2G037725	expressed protein
GRMZM2G037743	DCL, chloroplast precursor, putative, expressed
GRMZM2G037768	OsDegp7 - Putative Deg protease homologue, expressed
GRMZM2G037778	elongation factor TS family protein, expressed
GRMZM2G037781	cytochrome P450, putative, expressed
GRMZM2G037789	digalactosyldiacylglycerol synthase, chloroplast precursor, putative, expressed
GRMZM2G037792	scarecrow, putative, expressed
GRMZM2G037807	Myosin head domain containing protein, expressed
GRMZM2G037819	nodulin, putative, expressed
GRMZM2G037823	homeodomain, putative, expressed
GRMZM2G037831	sodium/calcium exchanger protein, putative, expressed
GRMZM2G037833	Divergent PAP2 family domain containing protein, expressed
GRMZM2G037839	zinc finger, C3HC4 type family protein, expressed
GRMZM2G037855	exosome complex exonuclease, putative, expressed
GRMZM2G037865	serine-aspartate repeat-containing protein I precursor, putative, expressed
GRMZM2G037875	MOSC domain-containing protein, mitochondrial precursor, putative, expressed
GRMZM2G037882	OsFBLD6 - F-box, LRR and FBD domain containing protein, expressed
GRMZM2G037910	bZIP family transcription factor, putative, expressed
GRMZM2G037912	vesicle-associated membrane protein, putative, expressed
GRMZM2G037923	CK1_CaseinKinase_1a.6 - CK1 includes the casein kinase 1 kinases, expressed
GRMZM2G037926	cyclin-dependent kinase inhibitor, putative, expressed
GRMZM2G037930	saccharopine dehydrogenase, putative, expressed
GRMZM2G037939	protein phosphatase 2C, putative, expressed
GRMZM2G037941	Disease resistance/zinc finger/chromosome condensation-like region protein, putative, expressed
GRMZM2G037948	expressed protein
GRMZM2G037954	retrotransposon protein, putative, unclassified, expressed
GRMZM2G037955	ATP synthase protein YMF19, putative, expressed
GRMZM2G037976	CK1_CaseinKinase_1.5 - CK1 includes the casein kinase 1 kinases, expressed
GRMZM2G037993	ferric reductase, putative, expressed
GRMZM2G037998	hypro1, putative, expressed
GRMZM2G038001	glycerophosphoryl diester phosphodiesterase family protein, putative, expressed
GRMZM2G038003	expressed protein
GRMZM2G038010	OsFBX286 - F-box domain containing protein, expressed
GRMZM2G038013	transportin-2, putative, expressed
GRMZM2G038015	expressed protein
GRMZM2G038019	universal stress protein domain containing protein, putative, expressed
GRMZM2G038028	eukaryotic translation initiation factor 3 subunit E, putative, expressed
GRMZM2G038032	WD repeat-containing protein, putative, expressed
GRMZM2G038041	photosystem II P680 chlorophyll A apoprotein, putative, expressed
GRMZM2G038046	aspartic proteinase nepenthesin-2 precursor, putative, expressed
GRMZM2G038050	PHD finger family protein, putative, expressed
GRMZM2G038051	polygalacturonase inhibitor 1 precursor, putative, expressed
GRMZM2G038066	PHD finger protein, putative, expressed
GRMZM2G038073	no apical meristem protein, putative, expressed
GRMZM2G038075	phospholipase, patatin family, putative, expressed
GRMZM2G038079	AGC_AGC_other_NDRh_TRCd.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed
GRMZM2G038090	repressor of RNA polymerase III transcription MAF1, putative, expressed
GRMZM2G038094	ELMO/CED-12 family protein, putative, expressed
GRMZM2G038108	activator of 90 kDa heat shock protein ATPase homolog, putative, expressed
GRMZM2G038126	26S protease regulatory subunit 6B, putative, expressed
GRMZM2G038152	kelch motif family protein, putative, expressed
GRMZM2G038153	terpene synthase, putative, expressed
GRMZM2G038158	WRKY39, expressed
GRMZM2G038162	KHG/KDPG aldolase, putative, expressed
GRMZM2G038165	expressed protein
GRMZM2G038170	glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed
GRMZM2G038183	protein of unknown function DUF1421 domain containing protein, expressed
GRMZM2G038195	OsPP2Ac-1 - Phosphatase 2A isoform 1 belonging to family 1, expressed
GRMZM2G038198	START domain containing protein, expressed
GRMZM2G038203	expressed protein
GRMZM2G038212	expressed protein
GRMZM2G038217	expressed protein
GRMZM2G038224	nmrA-like family domain containing protein, expressed
GRMZM2G038243	transferase family protein, putative, expressed
GRMZM2G038252	homeobox domain containing protein, expressed
